永続的識別子,タイトル,著者,出版者,出版日（W3CDTF）,商品番号,歴史的音源ジャンル,公開範囲,権利区分
info:ndljp/pid/8274798,愛国歌：凱旋行進曲,土井　晩翠[作詞],コロムビア（戦前）,1932-04,26881,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/8274791,詩吟：本能寺,頼　山陽[作詞],コロムビア（戦前）,1932-04,26849,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/8274790,詩吟：題道灌借蓑・象山漫吟,新井　白石[作詞],コロムビア（戦前）,1932-04,26849,詩吟、朗詠,インターネット公開,保護期間満了
info:ndljp/pid/3571789,長唄：新曲浦島（三）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35067,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571788,長唄：新曲浦島（二）,松永　和風（芳村　孝次郎）,コロムビア（戦前）,1929-08,35066,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3568113,講演：昭和新政の理想(上),永井　柳太郎,コロムビア（戦前）,,26779,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3568114,講演：昭和新政の理想(下),永井　柳太郎,コロムビア（戦前）,,26779,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3571750,長唄：越後獅子(六),四世　松永　和風,コロムビア（戦前）,1928-10,35035,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571749,長唄：越後獅子(五),四世　松永　和風,コロムビア（戦前）,1928-10,35035,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571748,長唄：越後獅子(四),四世　松永　和風,コロムビア（戦前）,1928-10,35034,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571747,長唄：越後獅子(三),四世　松永　和風,コロムビア（戦前）,1928-10,35034,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571746,長唄：越後獅子(ニ),四世　松永　和風,コロムビア（戦前）,1928-10,35033,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/3571745,長唄：越後獅子(一),四世　松永　和風,コロムビア（戦前）,1928-10,35033,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1314060,義太夫　朝顔日記（宿屋の段）（三）,豊竹　呂昇,ニッポノホン,1926-03,16057,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314061,義太夫　朝顔日記（宿屋の段）（四）,豊竹　呂昇,ニッポノホン,1926-03,16057,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1326049,落語：かぼちゃ売り(上),（四代目）柳家　小さん,リーガル,,65329,落語,インターネット公開,保護期間満了
info:ndljp/pid/1326048,落語：廿四孝(下),（四代目）柳家　小さん,リーガル,,65328,落語,インターネット公開,保護期間満了
info:ndljp/pid/1326047,落語：廿四孝(上),（四代目）柳家　小さん,リーガル,,65328,落語,インターネット公開,保護期間満了
info:ndljp/pid/1314059,義太夫　朝顔日記（宿屋の段）（ニ）,豊竹　呂昇,ニッポノホン,1926-03,16056,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314058,義太夫　朝顔日記（宿屋の段）（一）,豊竹　呂昇,ニッポノホン,1926-03,16056,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314049,管絃樂　ブユーテイフル ダニユーブ,山田　耕筰[指揮],ニッポノホン,1926-02,16030,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/1314046,琵琶；常陸丸　（四）,高野　旭嵐,ニッポノホン,1926-02,16019,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314044,琵琶；常陸丸　（二）,高野　旭嵐,ニッポノホン,1926-02,16018,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314045,琵琶；常陸丸　（三）,高野　旭嵐,ニッポノホン,1926-02,16019,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314042,琵琶：常陸丸(下),高峰　筑風,ニッポノホン,1925-01,15496,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314043,琵琶；常陸丸　（一）,高野　旭嵐,ニッポノホン,1926-02,16018,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314041,琵琶：常陸丸(上),高峰　筑風,ニッポノホン,1925-01,15496,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314037,箏曲；春のおとづれ(上),宮城　道雄、吉田　晴風,ニッポノホン,1926-01,15984,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1314038,箏曲；春のおとづれ(下),宮城　道雄、吉田　晴風,ニッポノホン,1926-01,15984,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1314033,琵琶；川中島（五）,永田　錦心,ニッポノホン,1926-01,15980,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314034,琵琶；川中島（六）,永田　錦心,ニッポノホン,1926-01,15980,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1314031,長唄；鶴亀(五),芳村　孝次郎,ニッポノホン,1926-01,15974,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1314032,長唄；鶴亀(六),芳村　孝次郎,ニッポノホン,1926-01,15974,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1316691,怎様実現平和　１２,汪　精衛,コロムビア（戦前）,1939-10,30410,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1314030,長唄；鶴亀(四),芳村　孝次郎,ニッポノホン,1926-01,15973,三味線楽（長唄）,インターネット公開,保護期間満了
info:ndljp/pid/1316690,怎様実現平和　１１,汪　精衛,コロムビア（戦前）,1939-10,30410,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1326071,講談：暗闇の瓦松(三）,神田　伯龍,リーガル,1933-05,65915,講談,インターネット公開,保護期間満了
info:ndljp/pid/1326070,講談：暗闇の瓦松(二）,神田　伯龍,リーガル,1933-05,65914,講談,インターネット公開,保護期間満了
info:ndljp/pid/1326072,講談：暗闇の瓦松(四）,神田　伯龍,リーガル,1933-05,65915,講談,インターネット公開,保護期間満了
info:ndljp/pid/3568182,琵琶：石童丸　（七）,永田　錦心,コロムビア（戦前）,1935-12,28638,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568183,琵琶：石童丸　（八）,永田　錦心,コロムビア（戦前）,1935-12,28638,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568180,琵琶：石童丸　（五）,永田　錦心,コロムビア（戦前）,1935-12,28637,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568181,琵琶：石童丸　（六）,永田　錦心,コロムビア（戦前）,1935-12,28637,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1326069,講談：暗闇の瓦松(一）,神田　伯龍,リーガル,1933-05,65914,講談,インターネット公開,保護期間満了
info:ndljp/pid/3568179,琵琶：石童丸　（四）,永田　錦心,コロムビア（戦前）,1935-12,28636,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568176,琵琶：石童丸（一）,永田　錦心,コロムビア（戦前）,1935-12,28635,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568177,琵琶：石童丸（二）,永田　錦心,コロムビア（戦前）,1935-12,28635,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568178,琵琶：石童丸（三）,永田　錦心,コロムビア（戦前）,1935-12,28636,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1326052,落語：読み違い(下),立花家　花橘,リーガル,,65330,落語,インターネット公開,保護期間満了
info:ndljp/pid/1326051,落語：読み違い(上),立花家　花橘,リーガル,,65330,落語,インターネット公開,保護期間満了
info:ndljp/pid/1326050,落語：かぼちゃ売り(下),（四代目）柳家　小さん,リーガル,,65329,落語,インターネット公開,保護期間満了
info:ndljp/pid/1316407,新民謡：火の国育ち,野口　雨情[作詞],コロムビア（戦前）,1934-12,28174,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1316406,独奏：トロイカ,チヤイコフスキイ[作曲],コロムビア（戦前）,1935-12,28643,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/1316445,独奏：春に寄す,グリーグ[作曲],コロムビア（戦前）,1935-12,28643,器楽（クラシック音楽）,インターネット公開,保護期間満了
info:ndljp/pid/8272874,羽衣（上）,観世　喜之,ポリドール,,1034,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/8272875,羽衣（下）,観世　喜之,ポリドール,,1034,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/8272842,嗚呼玉杯に花うけて,矢野　勘治[作詞],ポリドール,,745,学生歌、校歌、寮歌、応援歌,インターネット公開,保護期間満了
info:ndljp/pid/1316415,童謡：満州皇帝奉迎の歌,久保田　宵二[作詞],コロムビア（戦前）,1935-03,28280,唱歌、童謡,インターネット公開,保護期間満了
info:ndljp/pid/8269205,落語：生貝（下）,立花家　花橘,オリエント,,1784,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269204,落語：生貝（上）,立花家　花橘,オリエント,,1784,落語,インターネット公開,保護期間満了
info:ndljp/pid/3568686,独唱：長持唄,日本民謡,コロムビア,1951-03,A1057,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/3568687,独唱：かやの木山の,北原白秋[作詞],コロムビア,1951-03,A1057,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/8270247,流行歌：さすらいの唄,松井　須磨子,コロムビア,1950-08,A1001,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/8270239,落語：音楽風呂（下）,三代目　三遊亭　歌笑,コロムビア,1950-06,A834,落語,インターネット公開,保護期間満了
info:ndljp/pid/8270238,落語：音楽風呂（上）,三代目　三遊亭　歌笑,コロムビア,1950-06,A834,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269257,義太夫：明烏,豊竹　呂昇,オリエント,,1971,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/8269259,軍楽隊：越後獅子（上）,第４師団軍楽隊,オリエント,,1972,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/8269260,軍楽隊：越後獅子（下）,第４師団軍楽隊,オリエント,,1972,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/8269230,落語：餅つき（二）,笑福亭　枝鶴,オリエント,,1912,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269241,落語：餅つき（三）,笑福亭　枝鶴,オリエント,,1913,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269240,落語：餅つき（一）,笑福亭　枝鶴,オリエント,,1912,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269242,落語：餅つき（四）,笑福亭　枝鶴,オリエント,,1913,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269296,落語：妾通い（上）,立花家　花橘,オリエント,,2474,落語,インターネット公開,保護期間満了
info:ndljp/pid/8269290,薩摩琵琶：川中島（上）,永田　錦心,オリエント,,2325,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/8269291,薩摩琵琶：川中島（下）,永田　錦心,オリエント,,2326,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/2917303,靴が鳴る　／　むすんでひらいて,清水　かつら[作詞],ビクター,1955-12,B-482,唱歌、童謡,インターネット公開,保護期間満了
info:ndljp/pid/2917305,春の小川　／　もみじ,髙野辰之[作詞],ビクター,1959-07,B-690,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/8269297,落語：妾通い（下）,立花家　花橘,オリエント,,2474,落語,インターネット公開,保護期間満了
info:ndljp/pid/3568630,琵琶：石童丸（一）,永田　錦心,コロムビア,1950-08,A1008,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568631,琵琶：石童丸（二）,永田　錦心,コロムビア,1950-08,A1008,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/3568632,琵琶：石童丸（三）,永田　錦心,コロムビア,1950-08,A1009,琵琶楽,インターネット公開,保護期間満了
